Damper Lab,,,
Wed 16 Sep 2015 - 14/29/29,,,
Sample Frequency (S/s): 1000.0,,,
Sample Seconds: 2.00,,,
,,,
Scale:,0.4952,10,1
Offset:,-0.4125,-1.365,0.007
Force:,Displacement:,Velocity:,
-0.71456,9.35312,-1.28141,
-0.72423,9.3043,-1.30583,
-0.73148,9.20664,-1.31559,
-0.73874,9.10898,-1.32048,
-0.74357,9.06016,-1.32536,
-0.74841,8.9625,-1.32536,
-0.75566,8.86484,-1.32536,
-0.76292,8.81602,-1.33024,
-0.76775,8.71836,-1.34001,
-0.77017,8.66953,-1.34977,
-0.77259,8.57187,-1.36442,
-0.77984,8.47422,-1.3986,
-0.78468,8.37656,-1.43278,
-0.78952,8.32773,-1.45231,
-0.79193,8.23008,-1.45231,
-0.79677,8.13242,-1.44743,
-0.79919,8.03477,-1.44255,
-0.8016,7.93711,-1.44255,
-0.8016,7.88828,-1.44255,
-0.80402,7.79063,-1.44743,
-0.80644,7.69297,-1.46696,
-0.80886,7.59531,-1.49137,
-0.81128,7.54648,-1.52067,
-0.81369,7.44883,-1.5402,
-0.81853,7.35117,-1.54997,
-0.82337,7.25352,-1.55973,
-0.8282,7.15586,-1.54997,
-0.83304,7.0582,-1.53044,
-0.83787,6.96055,-1.51091,
-0.84513,6.86289,-1.51091,
-0.84996,6.76523,-1.52067,
-0.85722,6.66758,-1.54509,
-0.86205,6.56992,-1.56462,
-0.86689,6.47227,-1.58903,
-0.87414,6.37461,-1.61345,
-0.8814,6.32578,-1.63786,
-0.88623,6.22813,-1.64274,
-0.89349,6.08164,-1.63786,
-0.90316,6.03281,-1.62809,
-0.91041,5.93516,-1.61345,
-0.92009,5.8375,-1.60368,
-0.92734,5.73984,-1.5988,
-0.93701,5.59336,-1.60368,
-0.94427,5.4957,-1.61833,
-0.95394,5.39805,-1.63786,
-0.96119,5.34922,-1.65739,
-0.96844,5.20273,-1.67204,
-0.9757,5.10508,-1.68669,
-0.98537,5.00742,-1.69645,
-0.99504,4.90977,-1.70622,
-1.0023,4.81211,-1.70134,
-1.00955,4.71445,-1.69645,
-1.01922,4.6168,-1.6818,
-1.02889,4.51914,-1.6818,
-1.03857,4.42148,-1.68669,
-1.04824,4.275,-1.69645,
-1.05549,4.17734,-1.70622,
-1.06275,4.07969,-1.71598,
-1.07,3.98203,-1.73552,
-1.07725,3.88438,-1.75505,
-1.08693,3.78672,-1.75993,
-1.09418,3.68906,-1.75505,
-1.10143,3.54258,-1.7404,
-1.11111,3.44492,-1.73552,
-1.11836,3.34727,-1.73063,
-1.12561,3.24961,-1.73063,
-1.13528,3.10313,-1.72575,
-1.14012,3.00547,-1.72575,
-1.14737,2.90781,-1.74528,
-1.15221,2.81016,-1.7697,
-1.15946,2.7125,-1.79411,
-1.16672,2.61484,-1.80876,
-1.17397,2.51719,-1.80876,
-1.17881,2.41953,-1.80876,
-1.18364,2.27305,-1.80387,
-1.1909,2.17539,-1.79899,
-1.19815,2.07773,-1.78434,
-1.20057,1.98008,-1.76481,
-1.20541,1.88242,-1.75505,
-1.21024,1.73594,-1.75505,
-1.2175,1.63828,-1.7697,
-1.22233,1.54063,-1.79411,
-1.22475,1.44297,-1.81852,
-1.22959,1.34531,-1.83317,
-1.23442,1.24766,-1.83805,
-1.23926,1.10117,-1.84294,
-1.24168,1.05234,-1.83805,
-1.24409,0.90586,-1.82341,
-1.24651,0.8082,-1.80387,
-1.25135,0.71055,-1.78434,
