Force,Displacement,Velocity
2.04918,7.7418,1.37972
2.05402,7.83945,1.38948
2.05885,7.93711,1.39925
2.06611,7.98594,1.40902
2.07094,8.08359,1.4139
2.07578,8.23008,1.40413
2.08303,8.27891,1.3846
2.08787,8.37656,1.36507
2.0927,8.42539,1.34554
2.09754,8.52305,1.31624
2.10479,8.57187,1.29183
2.10963,8.66953,1.27718
2.11447,8.76719,1.28206
2.1193,8.81602,1.29671
2.12414,8.91367,1.30648
2.12897,8.9625,1.30648
2.13381,9.06016,1.29671
2.13864,9.15781,1.28206
2.14348,9.20664,1.25277
2.14832,9.3043,1.21859
2.15073,9.35312,1.18441
2.15799,9.45078,1.16976
2.16282,9.49961,1.16976
2.16524,9.54844,1.17952
2.17008,9.64609,1.17464
2.17733,9.69492,1.16976
2.17975,9.74375,1.15511
2.18459,9.84141,1.14046
2.18942,9.89023,1.12093
2.19184,9.98789,1.09652
2.19668,10.03672,1.06722
2.19909,10.08555,1.05745
2.20393,10.1832,1.05745
2.20877,10.23203,1.06722
2.2136,10.32969,1.0721
2.21602,10.37852,1.06234
2.21844,10.42734,1.0428
2.22327,10.47617,1.02327
2.22569,10.57383,1.00374
2.23053,10.62266,0.98421
2.23536,10.62266,0.9598
2.23778,10.72031,0.93538
2.2402,10.76914,0.92562
2.24504,10.81797,0.92562
2.24987,10.8668,0.92562
2.25229,10.91562,0.92073
2.25471,10.96445,0.90609
2.25713,11.01328,0.88655
2.25954,11.06211,0.86214
2.26438,11.11094,0.84261
2.2668,11.20859,0.8182
2.26922,11.25742,0.80355
2.27163,11.30625,0.79378
2.27405,11.35508,0.7889
2.27647,11.35508,0.78402
2.28131,11.40391,0.77425
2.28372,11.45273,0.76448
2.28614,11.50156,0.74495
2.28856,11.55039,0.72054
2.29098,11.59922,0.69124
2.29098,11.64805,0.66683
2.2934,11.64805,0.6473
2.29581,11.69687,0.63753
2.29823,11.7457,0.63753
2.29823,11.79453,0.63265
2.30065,11.79453,0.62777
2.30065,11.84336,0.60823
2.30307,11.89219,0.5887
2.30548,11.89219,0.56917
2.30548,11.94102,0.54964
2.3079,11.98984,0.52034
2.3079,11.98984,0.48616
2.31032,12.03867,0.45687
2.31032,12.0875,0.43734
2.31274,12.0875,0.43245
2.31274,12.13633,0.42757
2.31274,12.13633,0.42269
2.31274,12.13633,0.4178
2.31274,12.18516,0.41292
2.31516,12.18516,0.39827
2.31516,12.23398,0.36898
2.31274,12.23398,0.3348
2.31274,12.23398,0.3055
2.31274,12.28281,0.28597
2.31516,12.28281,0.28109
2.31516,12.33164,0.27132
2.31274,12.33164,0.25179
2.31032,12.33164,0.23226
2.31032,12.33164,0.21761
2.31032,12.33164,0.20784
2.3079,12.33164,0.19808
2.30548,12.38047,0.18343
2.30307,12.38047,0.15902
2.30065,12.38047,0.12972
2.29823,12.38047,0.1053
2.29581,12.38047,0.08577
2.2934,12.38047,0.07113
2.28856,12.38047,0.05648
2.28131,12.38047,0.03695
2.27405,12.38047,0.0223
2.26922,12.38047,0.01253
2.25954,12.38047,0.00277
2.24504,12.38047,-0.01188
2.22811,12.38047,-0.02653
2.20877,12.38047,-0.04118
2.18942,12.33164,-0.05583
2.1725,12.33164,-0.07536
2.16041,12.33164,-0.10466
2.15315,12.33164,-0.14372
2.14832,12.33164,-0.18766
2.14348,12.33164,-0.22184
2.14106,12.28281,-0.24137
2.13623,12.28281,-0.26091
2.13381,12.28281,-0.28044
2.12897,12.28281,-0.30485
2.12414,12.23398,-0.32927
2.1193,12.18516,-0.34391
2.11688,12.18516,-0.34391
2.11447,12.18516,-0.34391
2.10721,12.13633,-0.35368
2.09996,12.13633,-0.38298
2.0927,12.0875,-0.40251
2.09029,12.03867,-0.41227
2.08787,12.03867,-0.42204
2.08303,11.98984,-0.44157
2.07578,11.94102,-0.47087
2.06852,11.94102,-0.50505
2.06611,11.89219,-0.5197
2.06369,11.84336,-0.52946
2.05885,11.84336,-0.54899
2.05402,11.79453,-0.57829
2.04676,11.7457,-0.6027
2.04193,11.69687,-0.61735
2.03951,11.64805,-0.61735
2.03467,11.59922,-0.62223
2.02742,11.59922,-0.63688
2.02258,11.55039,-0.6613
2.01533,11.50156,-0.68083
2.01049,11.45273,-0.70036
2.00566,11.40391,-0.71013
2.00082,11.35508,-0.72477
1.99357,11.30625,-0.73942
1.98631,11.25742,-0.75895
1.98148,11.20859,-0.77848
1.97664,11.15977,-0.79313
1.97181,11.11094,-0.81266
1.96455,11.06211,-0.8322
1.9573,10.96445,-0.86149
1.95004,10.91562,-0.88591
1.94521,10.8668,-0.90544
1.93795,10.81797,-0.92009
1.93312,10.76914,-0.93473
1.92586,10.67148,-0.95915
1.91619,10.62266,-0.98845
1.90894,10.57383,-1.00798
1.9041,10.525,-1.01286
1.89927,10.47617,-1.01286
1.88959,10.37852,-1.02262
1.87992,10.32969,-1.04704
1.87267,10.28086,-1.06657
1.86783,10.1832,-1.07145
1.863,10.13437,-1.07634
1.85332,10.03672,-1.0861
1.84365,9.98789,-1.12028
1.8364,9.93906,-1.1447
1.82914,9.84141,-1.15934
1.82189,9.74375,-1.15934
1.81706,9.69492,-1.16911
1.80738,9.59727,-1.18864
1.79771,9.54844,-1.22282
1.79046,9.45078,-1.23747
1.7832,9.40195,-1.24235
1.77837,9.3043,-1.24723
1.76628,9.25547,-1.26677
1.75661,9.15781,-1.29118
1.74935,9.10898,-1.31071
1.7421,9.01133,-1.31071
1.73484,8.91367,-1.31071
1.72759,8.81602,-1.33024
1.71792,8.76719,-1.34977
1.70825,8.66953,-1.3693
1.69857,8.57187,-1.3693
1.69132,8.47422,-1.36442
1.68407,8.42539,-1.3693
1.67439,8.32773,-1.39372
1.66472,8.23008,-1.41325
1.65505,8.18125,-1.4279
1.6478,8.08359,-1.43766
1.64054,7.98594,-1.44743
1.63087,7.88828,-1.4572
1.6212,7.79063,-1.47673
1.61153,7.69297,-1.49137
1.60427,7.59531,-1.50602
1.5946,7.49766,-1.51579
1.58977,7.4,-1.52555
1.58009,7.30234,-1.5402
1.568,7.20469,-1.55485
1.55833,7.15586,-1.5695
1.55108,7.0582,-1.57438
1.54624,6.91172,-1.58415
1.53415,6.86289,-1.59391
1.52448,6.76523,-1.61345
1.51481,6.66758,-1.63298
1.50514,6.56992,-1.64274
1.49788,6.47227,-1.64762
1.48821,6.37461,-1.65251
1.48096,6.22813,-1.66716
1.46887,6.13047,-1.67692
