Force,Displacement,Velocity
-112.48,-0.00983633,-1.14958
-110.07,-0.00988516,-1.12516
-105.23,-0.00993398,-1.10563
-102.81,-0.01003164,-1.0861
-100.39,-0.01008047,-1.07145
-97.98,-0.0101293,-1.04704
-95.56,-0.01022695,-1.02262
-90.72,-0.01027578,-1.00798
-88.3,-0.01032461,-1.00309
-85.89,-0.01037344,-0.99821
-83.47,-0.01047109,-0.98845
-78.63,-0.01051992,-0.96891
-78.63,-0.01056875,-0.95915
-76.21,-0.01066641,-0.9445
-73.8,-0.01071523,-0.92985
-68.96,-0.01076406,-0.9152
-66.54,-0.01081289,-0.89079
-66.54,-0.01086172,-0.86149
-64.12,-0.01091055,-0.84196
-61.71,-0.0110082,-0.82243
-56.87,-0.0110082,-0.81266
-56.87,-0.01105703,-0.8029
-56.87,-0.01110586,-0.79802
-54.45,-0.01115469,-0.79313
-54.45,-0.01120352,-0.78825
-52.03,-0.01125234,-0.79313
-52.03,-0.01130117,-0.8029
-52.03,-0.01135,-0.8029
-52.03,-0.01139883,-0.79313
-49.62,-0.01144766,-0.78337
-49.62,-0.01149648,-0.76384
-49.62,-0.01154531,-0.75407
-47.2,-0.01159414,-0.72966
-39.94,-0.01159414,-0.68571
-30.27,-0.01164297,-0.62712
-23.02,-0.01174063,-0.57341
-18.18,-0.01174063,-0.53434
-15.77,-0.01178945,-0.51481
-13.35,-0.01178945,-0.50505
-10.93,-0.01183828,-0.49528
-6.09,-0.01188711,-0.47575
-6.09,-0.01188711,-0.4611
-3.68,-0.01188711,-0.44645
-3.68,-0.01193594,-0.43669
-1.26,-0.01193594,-0.42204
-1.26,-0.01198477,-0.39274
1.16,-0.01203359,-0.36345
6,-0.01203359,-0.33903
8.41,-0.01203359,-0.31462
10.83,-0.01208242,-0.2902
13.25,-0.01208242,-0.27067
15.67,-0.01213125,-0.25602
15.67,-0.01213125,-0.24626
18.09,-0.01213125,-0.25114
18.09,-0.01218008,-0.25602
18.09,-0.01218008,-0.25602
20.5,-0.01218008,-0.24137
22.92,-0.01218008,-0.21208
25.34,-0.01222891,-0.18278
27.76,-0.01222891,-0.15837
27.76,-0.01222891,-0.13884
27.76,-0.01222891,-0.10466
30.18,-0.01222891,-0.07536
32.59,-0.01222891,-0.05095
35.01,-0.01227773,-0.0363
37.43,-0.01227773,-0.02653
39.85,-0.01227773,-0.02165
42.27,-0.01227773,-0.01188
47.1,-0.01227773,0.00765
54.36,-0.01227773,0.0223
61.61,-0.01222891,0.03206
71.28,-0.01222891,0.03695
78.54,-0.01222891,0.05159
88.21,-0.01227773,0.08089
97.88,-0.01222891,0.11995
102.72,-0.01222891,0.14925
107.55,-0.01222891,0.16878
117.22,-0.01222891,0.17855
136.57,-0.01222891,0.18831
160.75,-0.01218008,0.17855
187.34,-0.01218008,0.17366
204.27,-0.01218008,0.1639
209.11,-0.01218008,0.18343
206.69,-0.01213125,0.23226
199.43,-0.01213125,0.28597
192.18,-0.01213125,0.32991
187.34,-0.01208242,0.34945
182.51,-0.01208242,0.35921
182.51,-0.01203359,0.37386
184.93,-0.01198477,0.40316
184.93,-0.01198477,0.42757
184.93,-0.01193594,0.43734
182.51,-0.01193594,0.44222
182.51,-0.01188711,0.4471
182.51,-0.01188711,0.46663
182.51,-0.01183828,0.5057
184.93,-0.01183828,0.54476
184.93,-0.01178945,0.56429
182.51,-0.01174063,0.56917
184.93,-0.01174063,0.56917
184.93,-0.0116918,0.56917
184.93,-0.01164297,0.57894
184.93,-0.01159414,0.5887
187.34,-0.01154531,0.60335
187.34,-0.01149648,0.62777
189.76,-0.01149648,0.66195
192.18,-0.01144766,0.69124
192.18,-0.01139883,0.72054
194.6,-0.01135,0.73519
194.6,-0.01135,0.74007
192.18,-0.01125234,0.74007
192.18,-0.01120352,0.73519
194.6,-0.01115469,0.74007
194.6,-0.01115469,0.7596
197.02,-0.01105703,0.79378
197.02,-0.0110082,0.81331
199.43,-0.0110082,0.83284
199.43,-0.01091055,0.85726
199.43,-0.01086172,0.88167
201.85,-0.01081289,0.9012
201.85,-0.01076406,0.91097
201.85,-0.01071523,0.91097
201.85,-0.01066641,0.91097
201.85,-0.01056875,0.92073
204.27,-0.01051992,0.94515
204.27,-0.01047109,0.97445
